query acc.ver,subject acc.ver,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score,% positives
seq_64_iron_aquisition-siderophore_transport,WP_002860103.1,46.698,212,110,1,1,212,6,214,1.2500000000000001e-58,194.0,69.81
seq_64_iron_aquisition-siderophore_transport,ADN91790.1,46.698,212,110,1,1,212,5,213,1.5100000000000002e-58,194.0,69.81
seq_64_iron_aquisition-siderophore_transport,WP_079254165.1,46.226,212,111,1,1,212,6,214,4.8e-58,192.0,69.34
seq_64_iron_aquisition-siderophore_transport,ABV53162.1,46.226,212,111,1,1,212,5,213,5.61e-58,192.0,69.34
seq_64_iron_aquisition-siderophore_transport,WP_011050014.1,46.226,212,111,1,1,212,6,214,6.83e-58,192.0,69.34
seq_64_iron_aquisition-siderophore_transport,WP_002865902.1,36.441,236,135,5,1,224,1,233,6.04e-36,133.0,58.9
seq_64_iron_aquisition-siderophore_transport,WP_002853259.1,36.441,236,135,5,1,224,1,233,1.16e-35,132.0,58.9
seq_64_iron_aquisition-siderophore_transport,AAW35106.1,37.615,218,130,4,4,218,6,220,4.63e-35,130.0,58.72
seq_64_iron_aquisition-siderophore_transport,WP_002856849.1,33.333,312,176,9,1,285,1,307,1.24e-34,132.0,54.49
seq_64_iron_aquisition-siderophore_transport,WP_002893140.1,33.333,312,176,9,1,285,1,307,1.46e-34,132.0,54.49
seq_64_iron_aquisition-siderophore_transport,WP_002852619.1,33.333,312,176,9,1,285,1,307,1.58e-34,132.0,54.49
seq_64_iron_aquisition-siderophore_transport,ABV52041.1,37.327,217,130,4,4,217,6,219,2.1e-34,129.0,58.99
seq_64_iron_aquisition-siderophore_transport,WP_002856856.1,36.245,229,142,3,1,227,1,227,2.91e-34,128.0,58.95
seq_64_iron_aquisition-siderophore_transport,WP_002858600.1,37.156,218,131,4,4,218,6,220,3.0399999999999997e-34,128.0,58.72
seq_64_iron_aquisition-siderophore_transport,WP_011049810.1,36.564,227,140,3,1,225,1,225,5.14e-34,127.0,59.03
seq_64_iron_aquisition-siderophore_transport,AAA02918.1,36.017,236,136,5,1,224,1,233,6.38e-34,127.0,58.05
seq_64_iron_aquisition-siderophore_transport,WP_002877347.1,36.123,227,141,3,1,225,1,225,7.18e-34,127.0,59.03
seq_64_iron_aquisition-siderophore_transport,WP_002858785.1,36.123,227,141,3,1,225,1,225,7.839999999999999e-34,127.0,59.03
seq_64_iron_aquisition-siderophore_transport,WP_002866826.1,35.443,237,125,6,1,216,1,230,3.46e-33,129.0,53.59
seq_64_iron_aquisition-siderophore_transport,ETJ84600.1,32.997,297,167,9,16,285,1,292,1.69e-31,122.0,54.21
seq_64_iron_aquisition-siderophore_transport,WP_012006736.1,38.021,192,110,3,19,209,22,205,1.2799999999999999e-30,117.0,56.25
seq_64_iron_aquisition-siderophore_transport,WP_002856386.1,40.11,182,105,4,16,195,18,197,2.5599999999999998e-30,116.0,59.34
seq_64_iron_aquisition-siderophore_transport,WP_002853534.1,40.11,182,105,4,16,195,18,197,2.64e-30,116.0,59.34
seq_64_iron_aquisition-siderophore_transport,WP_002867385.1,35.897,195,118,2,16,209,17,205,1.99e-27,108.0,56.41
seq_64_iron_aquisition-siderophore_transport,WP_010891917.1,35.897,195,118,2,16,209,17,205,4.36e-27,107.0,55.9
seq_64_iron_aquisition-siderophore_transport,WP_002852807.1,35.897,195,118,2,16,209,17,205,5.39e-27,106.0,55.9
seq_64_iron_aquisition-siderophore_transport,WP_002867742.1,37.681,207,115,7,18,219,17,214,6.06e-27,108.0,56.04
seq_64_iron_aquisition-siderophore_transport,WP_002854406.1,37.681,207,115,7,18,219,17,214,6.25e-27,108.0,56.04
seq_64_iron_aquisition-siderophore_transport,WP_011812693.1,33.475,236,124,6,1,235,2,205,1.6700000000000002e-26,107.0,53.81
seq_64_iron_aquisition-siderophore_transport,ETJ83153.1,33.475,236,124,6,1,235,1,204,1.68e-26,107.0,53.81
seq_64_iron_aquisition-siderophore_transport,AHK51526.1,33.475,236,124,6,1,235,1,204,1.73e-26,107.0,53.81
seq_64_iron_aquisition-siderophore_transport,WP_010891842.1,33.475,236,124,6,1,235,2,205,1.83e-26,107.0,53.81
seq_64_iron_aquisition-siderophore_transport,WP_072238660.1,33.475,236,124,6,1,235,2,205,4.3500000000000003e-26,106.0,53.81
seq_64_iron_aquisition-siderophore_transport,ABV51766.1,33.475,236,124,6,1,235,1,204,4.61e-26,106.0,53.81
seq_64_iron_aquisition-siderophore_transport,WP_004308379.1,35.294,204,122,3,19,220,20,215,1.25e-25,105.0,53.92
seq_64_iron_aquisition-siderophore_transport,WP_002816233.1,35.294,204,122,3,19,220,20,215,2.54e-25,104.0,53.92
seq_64_iron_aquisition-siderophore_transport,WP_002776579.1,32.258,217,139,3,4,218,6,216,7.09e-23,97.8,57.6
seq_64_iron_aquisition-siderophore_transport,WP_002851414.1,34.314,204,116,5,5,198,6,201,9.8e-23,95.5,50.98
seq_64_iron_aquisition-siderophore_transport,WP_002868882.1,33.816,207,113,5,5,198,6,201,1.5400000000000001e-22,94.7,50.24
seq_64_iron_aquisition-siderophore_transport,WP_002831397.1,31.797,217,140,3,4,218,6,216,2.35e-22,96.3,57.14
seq_64_iron_aquisition-siderophore_transport,WP_002860093.1,34.314,204,116,5,5,198,6,201,2.64e-22,94.0,50.49
seq_64_iron_aquisition-siderophore_transport,WP_002866848.1,33.824,204,117,5,5,198,6,201,3.87e-22,93.6,50.98
seq_64_iron_aquisition-siderophore_transport,WP_002877063.1,31.776,214,122,6,12,214,360,560,5.68e-22,97.8,55.61
seq_64_iron_aquisition-siderophore_transport,WP_002858308.1,31.308,214,123,6,12,214,360,560,1.02e-21,97.1,55.14
seq_64_iron_aquisition-siderophore_transport,WP_002793288.1,31.797,217,140,3,4,218,6,216,1.02e-21,94.4,57.14
seq_64_iron_aquisition-siderophore_transport,WP_002852830.1,31.308,214,123,6,12,214,364,564,1.04e-21,97.1,55.14
seq_64_iron_aquisition-siderophore_transport,WP_002869380.1,31.308,214,123,6,12,214,360,560,1.0600000000000001e-21,97.1,55.61
seq_64_iron_aquisition-siderophore_transport,WP_002867213.1,30.918,207,133,5,12,214,360,560,8.360000000000001e-21,94.0,56.52
seq_64_iron_aquisition-siderophore_transport,WP_002866772.1,30.396,227,148,5,1,222,1,222,1.32e-20,89.4,52.86
seq_64_iron_aquisition-siderophore_transport,AAW34617.1,32.857,210,133,3,11,218,1,204,1.61e-20,90.5,57.14
seq_64_iron_aquisition-siderophore_transport,WP_002867308.1,30.396,227,148,5,1,222,1,222,1.66e-20,89.0,52.42
seq_64_iron_aquisition-siderophore_transport,WP_002856278.1,30.396,227,148,5,1,222,1,222,1.76e-20,89.0,52.42
seq_64_iron_aquisition-siderophore_transport,WP_002858409.1,29.956,227,149,5,1,222,1,222,2.88e-20,88.6,52.42
seq_64_iron_aquisition-siderophore_transport,WP_014516904.1,29.825,228,122,8,16,228,18,222,1.47e-19,87.0,53.07
seq_64_iron_aquisition-siderophore_transport,WP_002866752.1,29.694,229,121,8,16,228,18,222,4.2e-19,85.9,53.28
seq_64_iron_aquisition-siderophore_transport,WP_010891839.1,30.568,229,119,9,16,228,18,222,1.12e-18,84.3,54.15
seq_64_iron_aquisition-siderophore_transport,WP_002872129.1,30.131,229,120,9,16,228,18,222,1.67e-18,84.0,54.15
seq_64_iron_aquisition-siderophore_transport,WP_002776307.1,32.836,201,123,6,12,206,13,207,3.64e-18,82.0,52.24
seq_64_iron_aquisition-siderophore_transport,WP_009881802.1,30.131,229,120,9,16,228,18,222,3.69e-18,82.8,53.71
seq_64_iron_aquisition-siderophore_transport,WP_002853599.1,29.614,233,144,4,4,219,5,234,9.32e-18,81.3,47.64
seq_64_iron_aquisition-siderophore_transport,WP_002869430.1,29.614,233,144,4,4,219,5,234,9.68e-18,81.3,48.07
seq_64_iron_aquisition-siderophore_transport,WP_002851136.1,28.889,225,141,6,1,214,1,217,1.23e-17,80.9,52.44
seq_64_iron_aquisition-siderophore_transport,WP_011049869.1,29.614,233,144,4,4,219,5,234,1.32e-17,80.9,47.64
seq_64_iron_aquisition-siderophore_transport,WP_002856079.1,30.0,210,128,6,16,214,16,217,1.45e-17,80.5,53.33
seq_64_iron_aquisition-siderophore_transport,WP_010891867.1,32.02,203,126,6,12,208,13,209,1.47e-17,80.5,52.22
seq_64_iron_aquisition-siderophore_transport,WP_002866594.1,30.0,210,128,6,16,214,16,217,1.5e-17,80.5,53.33
seq_64_iron_aquisition-siderophore_transport,WP_002886581.1,29.524,210,129,6,16,214,16,217,4.96e-17,79.0,53.33
seq_64_iron_aquisition-siderophore_transport,WP_002852992.1,29.185,233,145,4,4,219,5,234,8.77e-17,78.2,47.21
seq_64_iron_aquisition-siderophore_transport,AAW34561.1,28.283,198,138,2,20,216,25,219,1.14e-16,77.8,53.03
seq_64_iron_aquisition-siderophore_transport,WP_002855252.1,28.283,198,138,2,20,216,22,216,1.18e-16,77.8,53.03
seq_64_iron_aquisition-siderophore_transport,AHK56919.1,28.283,198,138,2,20,216,30,224,1.2e-16,77.8,53.03
seq_64_iron_aquisition-siderophore_transport,WP_002860769.1,26.695,236,146,5,4,222,333,558,4.31e-16,79.3,50.42
seq_64_iron_aquisition-siderophore_transport,WP_002858782.1,26.695,236,146,5,4,222,333,558,4.79e-16,79.0,50.42
seq_64_iron_aquisition-siderophore_transport,AAW56184.1,36.8,125,69,4,95,217,1,117,1.43e-13,65.5,56.8
seq_64_iron_aquisition-siderophore_transport,WP_002852965.1,29.5,200,127,4,1,196,1,190,1.44e-13,68.2,50.0
seq_64_iron_aquisition-siderophore_transport,EAQ72193.2,29.0,200,128,4,1,196,2,191,5.05e-13,66.6,49.5
seq_64_iron_aquisition-siderophore_transport,WP_002869429.1,29.0,200,128,4,1,196,1,190,5.51e-13,66.6,49.5
seq_64_iron_aquisition-siderophore_transport,WP_002868367.1,26.818,220,145,7,1,215,1,209,1.27e-11,63.9,50.45
seq_64_iron_aquisition-siderophore_transport,WP_012006789.1,28.767,219,142,8,1,215,1,209,1.55e-11,63.5,51.6
seq_64_iron_aquisition-siderophore_transport,WP_002867877.1,26.818,220,145,7,1,215,1,209,1.79e-11,63.5,50.45
seq_64_iron_aquisition-siderophore_transport,ETJ81816.1,32.323,99,61,1,4,102,6,98,4.64e-11,58.2,56.57
seq_64_iron_aquisition-siderophore_transport,ETJ82550.1,31.527,203,108,8,1,196,1,179,8.79e-11,61.2,50.74
seq_64_iron_aquisition-siderophore_transport,WP_002856890.1,31.683,202,109,7,1,196,330,508,1.89e-10,61.2,49.5
seq_64_iron_aquisition-siderophore_transport,WP_002856890.1,24.468,282,148,11,1,239,3,262,5.13e-06,47.0,43.26
seq_64_iron_aquisition-siderophore_transport,WP_002796878.1,24.336,226,125,6,1,196,1,210,3.27e-08,53.9,43.81
seq_64_iron_aquisition-siderophore_transport,WP_002796878.1,25.592,211,129,7,9,214,322,509,1.06e-07,52.4,46.45
seq_64_iron_aquisition-siderophore_transport,WP_002866019.1,24.336,226,125,6,1,196,1,210,6.25e-08,53.1,43.81
seq_64_iron_aquisition-siderophore_transport,WP_002866019.1,25.592,211,129,8,9,214,322,509,1.55e-07,52.0,47.87
seq_64_iron_aquisition-siderophore_transport,WP_002858735.1,25.592,211,129,7,9,214,322,509,8.53e-08,52.8,46.92
seq_64_iron_aquisition-siderophore_transport,WP_002858735.1,24.336,226,125,6,1,196,1,210,1.19e-07,52.4,43.36
seq_64_iron_aquisition-siderophore_transport,WP_011049804.1,30.108,186,102,6,16,196,346,508,3.73e-07,50.8,48.39
seq_64_iron_aquisition-siderophore_transport,WP_011049804.1,23.551,276,142,10,9,239,11,262,2.08e-06,48.5,43.84
seq_64_iron_aquisition-siderophore_transport,WP_002852425.1,29.57,186,103,6,16,196,346,508,1.8e-06,48.5,47.85
seq_64_iron_aquisition-siderophore_transport,WP_002852425.1,23.239,284,149,10,1,239,3,262,8.81e-06,46.2,43.31
seq_64_iron_aquisition-siderophore_transport,ETJ82665.1,24.38,242,129,8,9,214,11,234,2.33e-06,47.8,42.15
seq_64_iron_aquisition-siderophore_transport,ETJ81817.1,36.0,100,62,2,121,218,1,100,3.5e-06,46.2,63.0
seq_64_iron_aquisition-siderophore_transport,WP_002865923.1,29.412,187,102,7,16,196,346,508,3.67e-06,47.8,49.2
seq_64_iron_aquisition-siderophore_transport,WP_002865923.1,24.176,273,144,10,9,239,11,262,5.89e-06,47.0,42.86
seq_64_iron_aquisition-siderophore_transport,AAX99097.1,33.871,62,41,0,1,62,1,62,1.48e-05,42.4,58.06
seq_64_iron_aquisition-siderophore_transport,WP_002867790.1,33.871,62,32,1,4,56,29,90,0.013,36.2,54.84
seq_64_iron_aquisition-siderophore_transport,WP_002865879.1,33.871,62,32,1,4,56,29,90,0.016,35.8,54.84
seq_64_iron_aquisition-siderophore_transport,WP_002858743.1,33.871,62,32,1,4,56,29,90,0.025,35.0,54.84
seq_64_iron_aquisition-siderophore_transport,AAW35050.1,45.0,40,22,0,17,56,11,50,0.028,35.0,65.0
seq_65_iron_aquisition-siderophore_transport,WP_002858539.1,99.688,641,2,0,1,641,1,641,0.0,1280.0,99.84
seq_65_iron_aquisition-siderophore_transport,WP_011049744.1,99.688,641,2,0,1,641,1,641,0.0,1280.0,99.84
seq_65_iron_aquisition-siderophore_transport,WP_002856958.1,98.908,641,7,0,1,641,1,641,0.0,1271.0,99.38
seq_65_iron_aquisition-siderophore_transport,WP_002866478.1,98.44,641,10,0,1,641,1,641,0.0,1267.0,99.38
seq_65_iron_aquisition-siderophore_transport,WP_002860103.1,47.17,212,109,1,1,212,6,214,2.69e-59,196.0,69.81
seq_65_iron_aquisition-siderophore_transport,ADN91790.1,47.17,212,109,1,1,212,5,213,3.21e-59,195.0,69.81
seq_65_iron_aquisition-siderophore_transport,WP_079254165.1,46.698,212,110,1,1,212,6,214,1.1200000000000001e-58,194.0,69.34
seq_65_iron_aquisition-siderophore_transport,ABV53162.1,46.698,212,110,1,1,212,5,213,1.23e-58,194.0,69.34
seq_65_iron_aquisition-siderophore_transport,WP_011050014.1,46.698,212,110,1,1,212,6,214,1.5e-58,194.0,69.34
seq_65_iron_aquisition-siderophore_transport,WP_002865902.1,36.864,236,134,5,1,224,1,233,1.78e-36,134.0,58.9
seq_65_iron_aquisition-siderophore_transport,WP_002853259.1,36.864,236,134,5,1,224,1,233,3.21e-36,134.0,58.9
seq_65_iron_aquisition-siderophore_transport,AAW35106.1,37.788,217,129,4,4,217,6,219,4.2e-35,130.0,58.99
seq_65_iron_aquisition-siderophore_transport,WP_002856849.1,33.333,312,176,9,1,285,1,307,9.89e-35,132.0,54.49
seq_65_iron_aquisition-siderophore_transport,WP_002893140.1,33.333,312,176,9,1,285,1,307,1.22e-34,132.0,54.49
seq_65_iron_aquisition-siderophore_transport,WP_002852619.1,33.333,312,176,9,1,285,1,307,1.2599999999999999e-34,132.0,54.49
seq_65_iron_aquisition-siderophore_transport,WP_002856856.1,36.245,229,142,3,1,227,1,227,1.6199999999999998e-34,129.0,59.39
seq_65_iron_aquisition-siderophore_transport,AAA02918.1,36.441,236,135,5,1,224,1,233,1.77e-34,129.0,58.05
seq_65_iron_aquisition-siderophore_transport,ABV52041.1,37.327,217,130,4,4,217,6,219,2.02e-34,129.0,58.99
seq_65_iron_aquisition-siderophore_transport,WP_011049810.1,36.564,227,140,3,1,225,1,225,2.37e-34,128.0,59.47
seq_65_iron_aquisition-siderophore_transport,WP_002858600.1,37.156,218,131,4,4,218,6,220,2.57e-34,129.0,58.72
seq_65_iron_aquisition-siderophore_transport,WP_002877347.1,36.123,227,141,3,1,225,1,225,3.31e-34,128.0,59.47
seq_65_iron_aquisition-siderophore_transport,WP_002858785.1,36.123,227,141,3,1,225,1,225,3.72e-34,128.0,59.47
seq_65_iron_aquisition-siderophore_transport,WP_002866826.1,35.443,237,125,6,1,216,1,230,2.67e-33,129.0,53.59
seq_65_iron_aquisition-siderophore_transport,ETJ84600.1,32.997,297,167,9,16,285,1,292,1.49e-31,122.0,54.21
seq_65_iron_aquisition-siderophore_transport,WP_012006736.1,36.41,195,117,2,16,209,17,205,5.58e-31,118.0,55.9
seq_65_iron_aquisition-siderophore_transport,WP_002856386.1,40.11,182,105,4,16,195,18,197,9.68e-31,117.0,59.89
seq_65_iron_aquisition-siderophore_transport,WP_002853534.1,40.11,182,105,4,16,195,18,197,1.02e-30,117.0,59.89
seq_65_iron_aquisition-siderophore_transport,WP_002867385.1,35.897,195,118,2,16,209,17,205,1.1200000000000001e-27,108.0,56.92
seq_65_iron_aquisition-siderophore_transport,WP_010891917.1,35.897,195,118,2,16,209,17,205,2.5900000000000003e-27,107.0,56.41
seq_65_iron_aquisition-siderophore_transport,WP_002852807.1,35.897,195,118,2,16,209,17,205,3.1700000000000002e-27,107.0,56.41
seq_65_iron_aquisition-siderophore_transport,WP_002867742.1,37.688,199,112,6,24,219,25,214,1.1900000000000001e-26,108.0,56.28
seq_65_iron_aquisition-siderophore_transport,WP_002854406.1,37.688,199,112,6,24,219,25,214,1.22e-26,108.0,56.28
seq_65_iron_aquisition-siderophore_transport,WP_011812693.1,33.475,236,124,6,1,235,2,205,2.5600000000000002e-26,107.0,53.39
seq_65_iron_aquisition-siderophore_transport,WP_010891842.1,33.475,236,124,6,1,235,2,205,2.5800000000000002e-26,107.0,53.39
seq_65_iron_aquisition-siderophore_transport,AHK51526.1,33.475,236,124,6,1,235,1,204,2.61e-26,107.0,53.39
seq_65_iron_aquisition-siderophore_transport,ETJ83153.1,33.475,236,124,6,1,235,1,204,2.7300000000000003e-26,107.0,53.39
seq_65_iron_aquisition-siderophore_transport,WP_072238660.1,33.475,236,124,6,1,235,2,205,6.240000000000001e-26,106.0,53.39
seq_65_iron_aquisition-siderophore_transport,ABV51766.1,33.475,236,124,6,1,235,1,204,6.36e-26,106.0,53.39
seq_65_iron_aquisition-siderophore_transport,WP_004308379.1,35.294,204,122,3,19,220,20,215,2.25e-25,104.0,53.43
seq_65_iron_aquisition-siderophore_transport,WP_002816233.1,35.294,204,122,3,19,220,20,215,4.28e-25,103.0,53.43
seq_65_iron_aquisition-siderophore_transport,WP_002776579.1,32.719,217,138,3,4,218,6,216,1.99e-23,99.4,57.6
seq_65_iron_aquisition-siderophore_transport,WP_002831397.1,32.258,217,139,3,4,218,6,216,7.09e-23,97.8,57.14
seq_65_iron_aquisition-siderophore_transport,WP_002851414.1,34.314,204,116,5,5,198,6,201,9.349999999999999e-23,95.5,50.98
seq_65_iron_aquisition-siderophore_transport,WP_002868882.1,33.816,207,113,5,5,198,6,201,1.49e-22,94.7,50.24
seq_65_iron_aquisition-siderophore_transport,WP_002860093.1,34.314,204,116,5,5,198,6,201,2.23e-22,94.4,50.49
seq_65_iron_aquisition-siderophore_transport,WP_002793288.1,32.258,217,139,3,4,218,6,216,3.0500000000000003e-22,95.9,57.14
seq_65_iron_aquisition-siderophore_transport,WP_002866848.1,33.824,204,117,5,5,198,6,201,3.59e-22,93.6,50.98
seq_65_iron_aquisition-siderophore_transport,WP_002877063.1,31.308,214,123,6,12,214,360,560,2.6e-21,95.5,55.61
seq_65_iron_aquisition-siderophore_transport,WP_002858308.1,30.841,214,124,6,12,214,360,560,4.38e-21,95.1,55.14
seq_65_iron_aquisition-siderophore_transport,WP_002869380.1,30.841,214,124,6,12,214,360,560,4.58e-21,94.7,55.61
seq_65_iron_aquisition-siderophore_transport,WP_002852830.1,30.841,214,124,6,12,214,364,564,4.8100000000000005e-21,94.7,55.14
seq_65_iron_aquisition-siderophore_transport,AAW34617.1,32.857,210,133,3,11,218,1,204,1.05e-20,91.3,57.14
seq_65_iron_aquisition-siderophore_transport,WP_002866772.1,30.396,227,148,5,1,222,1,222,2.08e-20,89.0,52.42
seq_65_iron_aquisition-siderophore_transport,WP_002867308.1,30.396,227,148,5,1,222,1,222,2.25e-20,88.6,51.98
seq_65_iron_aquisition-siderophore_transport,WP_002856278.1,30.396,227,148,5,1,222,1,222,2.59e-20,88.6,51.98
seq_65_iron_aquisition-siderophore_transport,WP_002858409.1,29.956,227,149,5,1,222,1,222,3.68e-20,88.2,51.98
seq_65_iron_aquisition-siderophore_transport,WP_002867213.1,30.435,207,134,5,12,214,360,560,3.78e-20,92.0,56.52
seq_65_iron_aquisition-siderophore_transport,WP_014516904.1,30.263,228,121,8,16,228,18,222,4.42e-20,88.6,53.07
seq_65_iron_aquisition-siderophore_transport,WP_002866752.1,30.131,229,120,8,16,228,18,222,1.18e-19,87.4,53.28
seq_65_iron_aquisition-siderophore_transport,WP_010891839.1,31.004,229,118,9,16,228,18,222,3.26e-19,85.9,54.15
seq_65_iron_aquisition-siderophore_transport,WP_002872129.1,30.568,229,119,9,16,228,18,222,4.84e-19,85.5,54.15
seq_65_iron_aquisition-siderophore_transport,WP_009881802.1,30.568,229,119,9,16,228,18,222,1.01e-18,84.7,53.71
seq_65_iron_aquisition-siderophore_transport,WP_002776307.1,32.836,201,123,6,12,206,13,207,3.22e-18,82.4,52.24
seq_65_iron_aquisition-siderophore_transport,WP_002853599.1,29.614,233,144,4,4,219,5,234,8.81e-18,81.3,47.64
seq_65_iron_aquisition-siderophore_transport,WP_002851136.1,28.889,225,141,6,1,214,1,217,9.56e-18,81.3,52.44
seq_65_iron_aquisition-siderophore_transport,WP_002869430.1,29.614,233,144,4,4,219,5,234,9.77e-18,81.3,48.07
seq_65_iron_aquisition-siderophore_transport,WP_011049869.1,29.614,233,144,4,4,219,5,234,1.27e-17,80.9,47.64
seq_65_iron_aquisition-siderophore_transport,WP_002856079.1,30.0,210,128,6,16,214,16,217,1.35e-17,80.9,53.33
seq_65_iron_aquisition-siderophore_transport,WP_010891867.1,32.02,203,126,6,12,208,13,209,1.37e-17,80.5,52.22
seq_65_iron_aquisition-siderophore_transport,WP_002866594.1,30.0,210,128,6,16,214,16,217,1.41e-17,80.9,53.33
seq_65_iron_aquisition-siderophore_transport,WP_002886581.1,29.524,210,129,6,16,214,16,217,4.56e-17,79.3,53.33
seq_65_iron_aquisition-siderophore_transport,WP_002852992.1,29.185,233,145,4,4,219,5,234,8.6e-17,78.2,47.21
seq_65_iron_aquisition-siderophore_transport,AAW34561.1,28.283,198,138,2,20,216,25,219,1.1e-16,77.8,53.03
seq_65_iron_aquisition-siderophore_transport,WP_002855252.1,28.283,198,138,2,20,216,22,216,1.21e-16,77.8,53.03
seq_65_iron_aquisition-siderophore_transport,AHK56919.1,28.283,198,138,2,20,216,30,224,1.32e-16,77.8,53.03
seq_65_iron_aquisition-siderophore_transport,WP_002860769.1,26.695,236,146,5,4,222,333,558,6.73e-16,78.6,50.0
seq_65_iron_aquisition-siderophore_transport,WP_002858782.1,26.695,236,146,5,4,222,333,558,7.74e-16,78.6,50.0
seq_65_iron_aquisition-siderophore_transport,WP_002852965.1,29.5,200,127,4,1,196,1,190,1.24e-13,68.6,50.0
seq_65_iron_aquisition-siderophore_transport,AAW56184.1,36.8,125,69,4,95,217,1,117,1.45e-13,65.5,56.8
seq_65_iron_aquisition-siderophore_transport,WP_002869429.1,29.0,200,128,4,1,196,1,190,4.7e-13,66.6,49.5
seq_65_iron_aquisition-siderophore_transport,EAQ72193.2,29.0,200,128,4,1,196,2,191,4.86e-13,66.6,49.5
seq_65_iron_aquisition-siderophore_transport,WP_002868367.1,26.818,220,145,7,1,215,1,209,1.2e-11,63.9,50.45
seq_65_iron_aquisition-siderophore_transport,ETJ81816.1,33.333,99,60,1,4,102,6,98,1.22e-11,59.7,56.57
seq_65_iron_aquisition-siderophore_transport,WP_012006789.1,28.767,219,142,8,1,215,1,209,1.26e-11,63.9,51.6
seq_65_iron_aquisition-siderophore_transport,WP_002867877.1,26.818,220,145,7,1,215,1,209,1.63e-11,63.5,50.45
seq_65_iron_aquisition-siderophore_transport,ETJ82550.1,31.527,203,108,8,1,196,1,179,7.68e-11,61.2,50.74
seq_65_iron_aquisition-siderophore_transport,WP_002856890.1,31.683,202,109,7,1,196,330,508,1.81e-10,61.6,49.5
seq_65_iron_aquisition-siderophore_transport,WP_002856890.1,24.823,282,147,11,1,239,3,262,1.69e-06,48.5,43.26
seq_65_iron_aquisition-siderophore_transport,WP_002796878.1,24.336,226,125,6,1,196,1,210,3.07e-08,54.3,43.81
seq_65_iron_aquisition-siderophore_transport,WP_002796878.1,25.592,211,129,7,9,214,322,509,1.01e-07,52.4,46.45
seq_65_iron_aquisition-siderophore_transport,WP_002866019.1,24.336,226,125,6,1,196,1,210,5.68e-08,53.1,43.81
seq_65_iron_aquisition-siderophore_transport,WP_002866019.1,25.592,211,129,8,9,214,322,509,1.34e-07,52.0,47.87
seq_65_iron_aquisition-siderophore_transport,WP_002858735.1,25.592,211,129,7,9,214,322,509,8.38e-08,52.8,46.92
seq_65_iron_aquisition-siderophore_transport,WP_002858735.1,24.336,226,125,6,1,196,1,210,1.17e-07,52.4,43.36
seq_65_iron_aquisition-siderophore_transport,WP_011049804.1,30.108,186,102,6,16,196,346,508,3.7e-07,50.8,48.39
seq_65_iron_aquisition-siderophore_transport,WP_011049804.1,23.944,284,147,10,1,239,3,262,6.81e-07,50.1,43.66
seq_65_iron_aquisition-siderophore_transport,ETJ82665.1,24.793,242,128,8,9,214,11,234,7.45e-07,49.3,42.15
seq_65_iron_aquisition-siderophore_transport,WP_002852425.1,29.57,186,103,6,16,196,346,508,1.8e-06,48.5,47.85
seq_65_iron_aquisition-siderophore_transport,WP_002852425.1,23.592,284,148,10,1,239,3,262,2.91e-06,47.8,43.31
seq_65_iron_aquisition-siderophore_transport,WP_002865923.1,24.542,273,143,10,9,239,11,262,1.85e-06,48.5,42.86
seq_65_iron_aquisition-siderophore_transport,WP_002865923.1,29.412,187,102,7,16,196,346,508,3.7e-06,47.8,49.2
seq_65_iron_aquisition-siderophore_transport,ETJ81817.1,36.0,100,62,2,121,218,1,100,3.37e-06,46.2,63.0
seq_65_iron_aquisition-siderophore_transport,AAX99097.1,33.871,62,41,0,1,62,1,62,1.36e-05,42.4,58.06
seq_65_iron_aquisition-siderophore_transport,WP_002867790.1,35.484,62,31,1,4,56,29,90,0.004,37.7,54.84
seq_65_iron_aquisition-siderophore_transport,WP_002865879.1,35.484,62,31,1,4,56,29,90,0.005,37.4,54.84
seq_65_iron_aquisition-siderophore_transport,WP_002858743.1,35.484,62,31,1,4,56,29,90,0.007,37.0,54.84
seq_65_iron_aquisition-siderophore_transport,AAW35050.1,47.5,40,21,0,17,56,11,50,0.009,36.6,65.0
seq_66_iron_aquisition-siderophore_transport,WP_002860605.1,99.625,267,1,0,1,267,1,267,0.0,514.0,100.0
seq_66_iron_aquisition-siderophore_transport,WP_002851986.1,98.876,267,3,0,1,267,1,267,0.0,511.0,99.25
seq_66_iron_aquisition-siderophore_transport,WP_014516903.1,98.876,267,3,0,1,267,1,267,0.0,510.0,99.25
seq_66_iron_aquisition-siderophore_transport,WP_002857348.1,97.753,267,6,0,1,267,1,267,0.0,506.0,99.25
seq_66_iron_aquisition-siderophore_transport,WP_010891838.1,97.004,267,8,0,1,267,1,267,0.0,504.0,98.5
seq_67_iron_gene_regulation,WP_002854244.1,99.237,131,1,0,1,131,6,136,1.21e-93,264.0,100.0
seq_67_iron_gene_regulation,WP_002876900.1,98.473,131,2,0,1,131,6,136,5.4499999999999995e-93,262.0,99.24
seq_67_iron_gene_regulation,WP_002858684.1,96.947,131,4,0,1,131,6,136,4.3e-91,257.0,98.47
seq_68_iron_aquisition-siderophore_transport,WP_002852311.1,99.487,390,2,0,1,390,1,390,0.0,768.0,99.74
seq_68_iron_aquisition-siderophore_transport,WP_002868903.1,98.462,390,6,0,1,390,1,390,0.0,764.0,99.49
